element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Na,-1.2771982,-0.9978717,-0.5088864,0.042161614,0.3556465,1.0107205,-0.114118546,-0.080939576,-0.512395,-0.6113764,0.19786532,-0.97940874,-0.09024971,-0.27494568,0.013292558,0.25784546,0.17873955,0.14431565,0.6375102,-0.27752233,-0.30814412,-0.22672307,-0.01581053,0.12732482,0.20031439,0.07136129,-0.58067435,-0.45594746,0.20853518,-0.22894087,0.00431652,-0.021299776,-0.10596228,0.6606535,0.2057962,0.108893156,0.008821028,0.15573105,0.20185892,-0.23817608,0.30128372,-0.15381864,-0.0733179,0.13612866,-0.08729812,0.013091657,-0.107497096,-0.106900156,-0.42351347,0.27418882,0.10360355,-0.16498327,-0.13798173,0.055228584,-0.058941063,-0.18212944,-0.015806489,-0.029994663,-0.18581592,0.054270662,0.20796266,0.10337772,-0.17461193,-0.056288354,-0.1417703,0.11449071,-0.0870902,-0.20402327,-0.16281125,-0.22308882,-0.24062446,0.22941697,0.2348767,0.12610307,0.054998815,-0.04037331,0.08957729,0.30440614,0.23683551,0.15046518,-0.050036505,0.08250074,-0.021537736,0.29592466,-0.08950708,-0.1717742,0.14384596,-0.018156877,-0.07250662,-0.14079924,-0.011232074,-0.010933373,-0.0437157,0.07217211,-0.11311273,0.077457316,0.06524555,0.29728442,-0.012060033,-0.001711661
Mg,-1.0545199,-0.15103827,-0.59950745,-0.027594704,0.17286484,0.077786624,-0.40678263,-0.6358655,-0.21849422,-0.44127214,-0.0861762,0.35529023,0.19267148,0.16846982,-0.058798395,0.41946694,0.36992103,0.35017186,0.07018478,0.044768628,0.1552867,-0.16358829,-0.02455698,-0.47545058,-0.22568354,-0.005014467,0.19420132,0.12443499,0.21732299,-0.18032083,0.17708534,-0.15842271,-0.5065757,-0.07927141,-0.016042743,0.07105372,-0.49366617,-0.17663714,0.20944285,0.2175237,0.44871247,-0.47254646,-0.009291399,-0.50878435,0.2310619,0.0584918,-0.090382546,-0.19366208,0.21942878,-0.3014515,0.075790025,0.26193434,0.14667548,-0.25423214,0.16071805,0.27709538,-0.19186926,-0.05397983,-0.14279208,0.13919896,0.028800972,-0.09874717,0.13413934,0.26148996,0.13970944,0.11624499,0.019420408,-0.069133215,0.14931571,-0.21134076,0.065623134,-0.2117101,-0.16372877,-0.15168566,0.0052325055,0.15627006,-0.2896616,-0.14323612,0.056644253,0.10858888,0.05977341,0.036623903,-0.1645226,0.112845235,0.18940678,-0.097975396,-0.17310423,0.07356621,-0.2143691,0.053900283,0.34320962,-0.15475222,-0.2230124,-0.16939972,-0.002490919,0.14503795,-0.022483721,0.1667659,-0.1158528,-0.18401161
Al,-1.9052176,-0.55273527,-0.34449682,-0.14152597,0.011649542,-0.07457723,0.32897955,0.7367414,0.38645676,-0.10253571,0.6435374,0.01779265,0.3360961,0.94637907,-0.14733034,0.24201694,0.43489772,0.49127585,0.097181275,-0.120334215,-0.040191554,0.10793766,0.23147538,-0.1838939,-0.35024706,-0.062949516,0.23687261,0.054625917,0.83417046,-0.10546467,-0.058348067,0.6057062,-0.024473784,0.12682322,0.14937922,0.06066377,-0.21792805,-0.027598986,0.35792434,0.109741524,-0.1538383,-0.050181344,0.11730399,-0.40182504,-0.06067241,0.07545217,0.24035808,0.35841304,0.02347295,-0.023826536,0.014550073,0.18295416,-0.17747825,0.03264017,0.21316406,-0.27593526,0.32002217,-0.28051043,0.13996133,-0.31921,0.11478455,0.12337709,0.13118593,-0.1463715,-0.16576259,0.2965117,0.13905847,0.023509547,0.15322465,-0.109575525,-0.27435398,-0.065476075,-0.14895977,-0.1878201,-0.18807828,0.16956347,0.069557875,0.02375919,-0.0013955683,-0.01769276,-0.10690034,-0.005017353,0.010866985,-0.11749318,-0.03128782,0.2419874,-0.08724813,-0.17918763,0.10262396,0.040178422,0.058972824,0.14834972,0.009281155,-0.09408261,-0.052594565,0.042517688,-0.016918134,0.027912756,-0.052721284,0.13098355
Si,-0.3457168,0.9211738,0.53308094,-0.33087862,1.863575,0.3040705,-0.7780267,0.26517352,1.4019682,-0.18680936,0.114440545,0.095737256,0.4804204,0.011847384,0.23298524,-0.40517837,0.55399173,0.14954127,-0.5002934,-0.12429458,-0.14795361,0.17964497,-0.22540107,0.47269693,-0.052247565,0.40464857,0.027598456,-0.3304993,0.075418204,-0.1332305,-0.3661319,0.16751146,-0.019209696,0.17162186,-0.022334993,-0.33709386,-0.46542925,0.29227448,0.13413689,0.056759793,0.11639235,-0.2479701,0.07638601,0.11940278,0.11435414,0.15852061,0.18887901,0.21855542,-0.45507923,0.37953407,0.030771911,0.020873154,0.039668173,0.43173367,-0.37865692,0.053722717,0.03434848,0.0592905,0.23373884,-0.098237075,-0.103208445,-0.014357947,0.20899004,0.027678313,0.096802235,0.108298376,0.15163368,0.15751536,0.45683527,0.39988646,0.16088194,0.019662011,0.119752854,-0.17641623,0.18508177,-0.27166075,0.027964259,0.009725527,0.12520541,-0.078859456,0.16717327,0.051763248,-0.18133253,-0.012416959,0.09977274,-0.1651882,-0.057408996,0.13697328,0.047504477,0.069531456,0.0029911473,0.17445134,-0.115278386,-0.17260957,0.06621278,0.042358987,0.07740571,0.041027043,0.11911579,-0.010020766
P,-0.832867,0.59226507,-1.3956409,-0.10721939,-0.040252,0.42533618,-0.29327697,-0.62798274,0.23494713,0.15569979,-0.22685218,0.42846477,-0.33076212,-0.14234036,-0.02324531,-0.5237067,-0.2843277,0.124075204,-0.054304894,0.7272182,0.21565276,0.8185986,-0.4843726,0.4196235,0.9798436,-0.36061493,-0.059331693,0.03173224,0.6441386,0.19771135,0.08346176,-0.47472912,-0.10467176,-0.52191037,-0.32504052,-0.030898795,-0.24455869,0.12849608,0.21027924,0.07831871,0.004456252,-0.02316668,0.13595074,0.23426177,-0.19519785,-0.117399834,-0.06641304,0.19350019,-0.004003315,0.17124104,-0.39690566,0.29877636,0.3417713,-0.021437459,0.21056479,0.16677172,-0.13182497,-0.23663518,-0.17295411,0.003033099,0.32950372,-0.023145683,0.15666665,0.16101798,0.09943758,-0.035277806,-0.11981264,-0.023666408,0.20555392,-0.112208635,-0.23517175,0.17219569,0.13279599,0.01441206,0.042330034,0.01661086,-0.0030403063,0.029746165,-0.19462979,-0.058543473,0.050706845,0.06298999,-0.11099839,0.15949811,-0.05610899,0.13700691,-0.057468437,-0.20377435,0.2580653,-0.014377303,-0.10474116,0.15658456,-0.055050846,0.1702914,0.11106826,0.27925342,-0.066865444,0.030714758,0.11805941,-0.05618979
S,-0.8386018,0.40057778,-0.7314656,0.16309586,0.17289469,0.6558366,-0.41384077,-0.34047776,-0.21436805,-0.5241611,-0.39190987,-0.052035592,-0.16955379,-1.0072458,0.42933464,-0.21374495,0.09278326,-0.593313,0.50127274,-0.11451299,-0.8179661,-0.045242254,0.7729508,0.19231865,0.08207577,0.08693582,0.5097627,0.2560398,0.048607327,0.040615376,1.0939045,0.23140872,0.3254531,-0.19729802,0.23220876,0.1895611,0.14612891,0.21880412,-0.26109073,-0.29291818,0.13775253,-0.18046322,0.16310188,-0.047358885,-0.20117897,-0.32434085,-0.44966576,-0.15068705,-0.12559076,-0.38329637,-0.293387,0.16020651,-0.26910418,-0.07148683,-0.06684655,-0.226567,-0.06343408,-0.07685871,-0.084322564,0.011610853,-0.10125443,0.08007242,0.06993221,0.010586336,0.14013323,0.00019648671,0.043958843,0.13738102,0.027266,0.13321146,0.1827686,0.056482214,0.06234686,0.027966704,0.23641813,-0.06949836,0.029847339,-0.26563978,0.06810944,0.15002762,0.057548314,-0.09689731,-0.012286029,0.09164558,-0.025183339,0.14486672,-0.044219024,0.05434686,0.033085536,0.13999343,0.0046007577,0.27545887,0.022288486,-0.08858641,0.03943407,-0.0078098923,-0.024557084,0.18114409,-0.05729575,-0.07720135
Cl,-0.72748137,0.13252214,-0.2842906,-0.77073145,-0.7875205,0.961689,0.9315765,-0.3337384,0.16287011,0.19618022,-0.8701215,-0.4416427,-0.046434257,0.32654482,0.06710454,0.20344704,0.07454386,0.10723005,0.024676796,-0.105707124,-0.20783883,0.12855405,0.37397313,0.4157977,0.032917544,-0.23816656,-0.16260149,-0.060924724,-0.38799325,0.25522336,0.15880758,0.77762276,0.41480845,0.007061992,0.24851811,-0.10844177,-0.31876084,-0.15831104,0.013085663,0.3484931,-0.024631001,0.3778403,0.085714966,-0.061501987,-0.30332246,0.07627967,0.33178246,0.0052998923,-0.19512314,-0.1593559,0.0999953,0.22427711,0.43074402,-0.1442092,0.020152967,-0.24658507,-0.16158515,0.06844986,0.070224196,-0.083677046,0.15559407,0.17184705,0.034984306,-0.104158446,0.18248956,-0.29020673,-0.12434161,0.018608054,0.058304098,-0.034884494,-0.084409274,-0.38443428,0.16958034,0.14524794,0.13857105,0.03169351,0.15593354,0.04816349,-0.08904955,-0.09097619,-0.035870273,-0.07030314,0.006738387,0.0032711327,0.45345062,-0.10162516,-0.09673168,0.12543887,0.026956297,0.13325697,-0.01028659,0.055827912,-0.15374964,-0.010102164,-0.044656,-0.10705012,-0.064829506,-0.02690308,-0.17027444,0.32674634
Ar,-0.35136935,0.72122097,0.2945816,-0.68768466,0.9594189,0.9155787,0.40916348,0.03041124,-1.047141,1.2959354,-0.48863345,-0.26905793,0.6826292,0.16492671,0.35017103,0.2644248,-0.113476336,-0.11057616,-0.299716,-0.7717354,0.0020242361,0.48708954,0.30478042,-0.2250104,-0.2881742,-0.19828407,0.72115993,0.5396323,0.12204975,-0.20171301,-0.1268247,-0.35885677,-0.42838374,0.20215657,0.2260251,0.3235294,-0.1558414,-0.027031673,0.13396358,0.20849963,0.2086123,0.27643463,0.011966774,0.5037601,-0.0018786192,0.003138382,-0.19109708,0.016487004,-0.03734775,-0.025852423,-0.10945514,-0.19735047,0.27762538,0.09790587,-0.0018121935,-0.0562213,-0.048153527,-0.4458975,-0.09905453,0.13948534,0.387016,-0.09176575,0.23474386,-0.12896353,-0.056865435,0.1418803,-0.010773562,-0.016930886,-0.048293624,-0.011848349,-0.18590921,-0.2784615,-0.06117703,-0.034046948,-0.042687982,0.0020244764,0.19870128,-0.011037221,0.19749437,-0.01407684,-0.018410206,-0.14152572,0.15556753,0.08477306,-0.09417741,-0.135191,0.1643836,0.0067929104,-0.016110174,0.23900202,-0.041366696,-0.040529482,-0.04943406,0.0016781315,0.019211786,0.024206778,0.19061059,-0.10675825,0.058420368,-0.11353791
K,-0.75257486,-0.26875317,-0.25872672,-0.01035374,-0.09505522,0.9901453,0.064578846,-0.3555957,0.023480095,-0.70848984,0.6125722,0.39593336,0.068242826,0.20365697,0.015516124,0.21146907,0.27855825,-0.40676004,-0.16049029,0.07701043,0.64286697,-0.44483858,0.152502,0.13950257,0.16017318,0.28956872,-0.23252241,0.016587904,0.34395295,0.03731393,0.09634723,0.22240576,0.03681892,-0.24727526,0.15025032,-0.1982592,-0.16153859,0.08327844,0.4711843,-0.20514172,-0.0814803,-0.002766883,0.12854637,0.009835828,-0.20033988,-0.19622421,-0.1316554,0.074286796,0.0790226,-0.122632705,-0.1258958,-0.3442794,0.020650577,-0.20144019,-0.418001,-0.13942632,-0.085407674,-0.15105636,0.07253518,0.04886435,-0.008559007,-0.09393844,-0.069102496,-0.07265753,-0.03168735,-0.3243906,0.107864074,-0.18862994,0.14140318,-0.08194367,-0.18061075,-0.082387775,0.17370102,0.08592846,-0.077761844,0.2761601,-0.042623285,-0.099686965,-0.063871,-0.26352596,-0.24314502,0.05762635,0.2941251,-0.23848924,-0.1300673,-0.13179058,0.005394861,-0.04737535,0.021696182,-0.12517318,-0.02770983,-0.12792276,-0.062915705,-0.1537252,0.025725387,0.2301297,0.15459467,-0.017675614,-0.19481954,0.015368391
Ca,-1.1588798,0.34963232,-0.020523936,0.16914685,-0.75951874,0.6875206,-0.16703376,0.03727442,0.63994837,-0.3506631,-0.88189954,0.2746191,0.096630916,0.004050141,-0.03172694,0.33930182,0.449701,-0.49333543,0.15862364,0.10765393,0.4397866,-0.14958063,-0.13792542,-0.26577532,0.6660144,-0.020481814,0.22281826,-0.3052246,0.06820744,0.060516823,-0.17828141,-0.36856723,0.02400668,-0.17712377,0.016587773,0.1460831,-0.27156302,0.60479903,0.011252073,-0.35397604,0.008227646,0.06875338,-0.419593,0.051005356,-0.26528144,-0.19659859,0.40073177,-0.37271446,-0.030308409,0.051600374,0.2804458,0.12811589,0.11506065,0.06826797,0.25974512,-0.17296144,-0.30559403,-0.121173985,0.23020059,0.04467568,-0.031008568,-0.07628748,-0.1167147,-0.124026805,-0.32774872,0.1507436,-0.006544918,0.15569168,-0.043080434,0.08398102,0.11055086,-0.0034911707,-0.18575709,-0.03433276,0.13654082,0.09336003,-0.06825526,-0.06930767,-0.018544272,-0.050566304,0.073207274,-0.036777616,-0.119364664,-0.12809572,0.052921165,-0.062472343,0.15033776,0.23943773,0.12269519,0.17311555,-0.022977032,-0.15885024,-0.036295794,-0.0035142926,-0.20314342,-0.14323424,0.015332316,0.0049222363,-0.033046808,-0.097339645
